time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),relative_humidity_2m_max (%)
15-09-2022,30.2,24.3,9.2,23.2,96
16-09-2022,31,23.5,13.4,15.1,97
17-09-2022,33.6,23.7,0.8,14.5,94
18-09-2022,33.3,23.4,0.4,12.1,99
19-09-2022,33.6,24.8,0,13,94
20-09-2022,32.1,24,2.4,9.3,97
21-09-2022,31.6,24.6,1.7,10.5,98
22-09-2022,26.9,23.7,33.9,17.7,97
23-09-2022,28.2,23.6,48.2,17.7,98
24-09-2022,27.1,23.5,41.5,22.8,99
25-09-2022,30.9,23.7,0.9,16,98
26-09-2022,31.1,22.7,0.1,14.8,100
27-09-2022,31.5,22.7,0,13.5,97
28-09-2022,32.2,23,0.2,10.5,94
29-09-2022,31.8,22.9,0,14.8,95
30-09-2022,32,23.1,0,14.3,95
01-10-2022,32.7,23.3,0,12,93
02-10-2022,33.2,22.9,0,13.4,92
03-10-2022,33.3,23.2,0,22.9,80
04-10-2022,32.8,23.2,0,15.1,85
05-10-2022,31.8,23,0.1,14.6,93
06-10-2022,30.8,23.2,0,13.4,97
07-10-2022,26.3,23.1,1.1,14.8,93
08-10-2022,23.7,21.6,37.2,16.2,97
09-10-2022,26,21.1,47.1,18.1,97
10-10-2022,27.8,21.4,1.6,14.9,98
11-10-2022,26.7,21,2.7,9.4,99
12-10-2022,28.4,20.1,0,10.7,100
13-10-2022,29.1,19.1,0,14.1,91
14-10-2022,29.5,19.1,0,14.8,85
15-10-2022,29.7,18.8,0,12.3,85
16-10-2022,30,18.3,0,9.9,89
17-10-2022,30.4,18.4,0,10.8,87
18-10-2022,30.5,18.4,0,10.8,81
19-10-2022,30.2,18.8,0,12.1,80
20-10-2022,30.4,18.7,1.1,11.2,80
21-10-2022,30,17.3,0,9.7,89
22-10-2022,29.1,18.2,0,11.8,89
23-10-2022,28.6,16.1,0,8.7,82
24-10-2022,29.5,16.7,0,13,77
25-10-2022,29.3,16.3,0,18.7,72
26-10-2022,29.9,17,0,9.1,78
27-10-2022,30.1,17,0,9.4,88
28-10-2022,30,17.1,0,9.6,85
29-10-2022,29.4,17.4,0,8.3,92
30-10-2022,29.6,16.8,0,11.2,87
31-10-2022,29.3,16.3,0,8.4,87
01-11-2022,30.2,17.4,0,10.3,88
02-11-2022,29.3,17.8,0,13.9,89
03-11-2022,30.5,18.1,0,13.9,88
04-11-2022,30.7,20.8,0,8.7,83
05-11-2022,30,19.6,0,13.2,92
06-11-2022,29.4,19.1,0,9.4,94
07-11-2022,30.5,18.4,0.6,14.3,98
08-11-2022,28.7,17.8,6.9,25.2,96
09-11-2022,27.1,16.5,0.1,8.2,95
10-11-2022,25.9,17.3,0,12.8,95
11-11-2022,26.3,15.6,0,18.3,90
12-11-2022,26.3,15.5,0,19.7,77
13-11-2022,26.6,14.9,0,19.2,82
14-11-2022,27.6,15.2,0,15.3,86
15-11-2022,26.6,15.4,0,11.8,82
16-11-2022,25.2,15.9,0,17,83
17-11-2022,24.4,13.5,0,21.3,82
18-11-2022,24.3,12.3,0,13.1,78
